LineId,Content,EventId,EventTemplate,ContentWithHeader,EventTemplateWithHeader
1127,"Got dt for hdfs://cuhkcluster; Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668517492596, maxDate=1669122292596, sequenceNumber=71660, masterKeyId=648)",s22,"Got dt for <*>; Kind: <*> Service: <*> Ident: (<*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)","22/11/21 21:00:03 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668517492596, maxDate=1669122292596, sequenceNumber=71660, masterKeyId=648)","<*> INFO <*>: Got dt for <*>; Kind: <*> Service: <*> Ident: (<*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)"
1128,Hadoop command-line option parsing not performed. Implement the Tool interface and execute your application with ToolRunner to remedy this.,s56,Hadoop command-line option parsing not performed. Implement the Tool interface and execute your application with ToolRunner to remedy this.,22/11/21 21:00:03 WARN mapreduce.JobResourceUploader: Hadoop command-line option parsing not performed. Implement the Tool interface and execute your application with ToolRunner to remedy this.,<*> WARN <*>: Hadoop command-line option parsing not performed. Implement the Tool interface and execute your application with ToolRunner to remedy this.
1129,Disabling Erasure Coding for path: /user/team7/.staging/job_1668496639954_0273,s23,Disabling Erasure Coding for path: <*>,22/11/21 21:00:03 INFO mapreduce.JobResourceUploader: Disabling Erasure Coding for path: /user/team7/.staging/job_1668496639954_0273,<*> INFO <*>: Disabling Erasure Coding for path: <*>
1130,Total input files to process : 1,s17,Total input files to process : <*>,22/11/21 21:00:03 INFO mapred.FileInputFormat: Total input files to process : 1,<*> INFO <*>: Total input files to process : <*>
1131,number of splits:1,s25,number of splits:<*>,22/11/21 21:00:03 INFO mapreduce.JobSubmitter: number of splits:1,<*> INFO <*>: number of splits:<*>
1132,Submitting tokens for job: job_1668496639954_0273,s26,Submitting tokens for job: <*>,22/11/21 21:00:04 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1668496639954_0273,<*> INFO <*>: Submitting tokens for job: <*>
1133,"Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668517492540, maxDate=1669122292540, sequenceNumber=8482997, masterKeyId=1037), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668517492596, maxDate=1669122292596, sequenceNumber=71660, masterKeyId=648)]",s27,"Executing with tokens: [Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>), Kind: kms-dt, Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)]","22/11/21 21:00:04 INFO mapreduce.JobSubmitter: Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668517492540, maxDate=1669122292540, sequenceNumber=8482997, masterKeyId=1037), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668517492596, maxDate=1669122292596, sequenceNumber=71660, masterKeyId=648)]","<*> INFO <*>: Executing with tokens: [Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>), Kind: kms-dt, Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)]"
1134,found resource resource-types.xml at file:/usr/hdp/3.0.1.0-187/hadoop/etc/hadoop/resource-types.xml,s28,found resource <*> at <*>,22/11/21 21:00:04 INFO conf.Configuration: found resource resource-types.xml at file:/usr/hdp/3.0.1.0-187/hadoop/etc/hadoop/resource-types.xml,<*> INFO <*>: found resource <*> at <*>
1135,Timeline service address: manager.cuhk.com:8188,s29,Timeline service address: <*>,22/11/21 21:00:04 INFO impl.TimelineClientImpl: Timeline service address: manager.cuhk.com:8188,<*> INFO <*>: Timeline service address: <*>
1136,Submitted application application_1668496639954_0273,s30,Submitted application <*>,22/11/21 21:00:04 INFO impl.YarnClientImpl: Submitted application application_1668496639954_0273,<*> INFO <*>: Submitted application <*>
1137,The url to track the job: http://master1.cuhk.com:8088/proxy/application_1668496639954_0273/,s31,The url to track the job: <*>,22/11/21 21:00:04 INFO mapreduce.Job: The url to track the job: http://master1.cuhk.com:8088/proxy/application_1668496639954_0273/,<*> INFO <*>: The url to track the job: <*>
1138,Running job: job_1668496639954_0273,s32,Running job: <*>,22/11/21 21:00:04 INFO mapreduce.Job: Running job: job_1668496639954_0273,<*> INFO <*>: Running job: <*>
1139,Job job_1668496639954_0273 running in uber mode : false,s33,Job <*> running in uber mode : <*>,22/11/21 21:00:16 INFO mapreduce.Job: Job job_1668496639954_0273 running in uber mode : false,<*> INFO <*>: Job <*> running in uber mode : <*>
1140,map 0% reduce 0%,s34,map <*> reduce <*>,22/11/21 21:00:17 INFO mapreduce.Job:  map 0% reduce 0%,<*> INFO <*>: map <*> reduce <*>
1141,map 100% reduce 0%,s34,map <*> reduce <*>,22/11/21 21:00:27 INFO mapreduce.Job:  map 100% reduce 0%,<*> INFO <*>: map <*> reduce <*>
1142,map 100% reduce 100%,s34,map <*> reduce <*>,22/11/21 21:00:39 INFO mapreduce.Job:  map 100% reduce 100%,<*> INFO <*>: map <*> reduce <*>
1143,Job job_1668496639954_0273 completed successfully,s35,Job <*> completed successfully,22/11/21 21:00:39 INFO mapreduce.Job: Job job_1668496639954_0273 completed successfully,<*> INFO <*>: Job <*> completed successfully
1144,Finished Running Job: Create pagerank nodes,s57,Finished Running Job: Create <*>,22/11/21 21:00:39 INFO HiBench.PagerankData: Finished Running Job: Create pagerank nodes,<*> INFO <*>: Finished Running Job: Create <*>
1145,Creating PageRank links,s58,Creating PageRank links,22/11/21 21:00:39 INFO HiBench.PagerankData: Creating PageRank links,<*> INFO <*>: Creating PageRank links
1146,Running Job: Create pagerank links,s54,Running Job: Create <*>,22/11/21 21:00:39 INFO HiBench.PagerankData: Running Job: Create pagerank links,<*> INFO <*>: Running Job: Create <*>
1147,Dummy file hdfs://cuhkcluster/dataspace/team7/HiBench/Pagerank/temp/dummy as input,s55,<*> file <*> as <*>,22/11/21 21:00:39 INFO HiBench.PagerankData: Dummy file hdfs://cuhkcluster/dataspace/team7/HiBench/Pagerank/temp/dummy as input,<*> INFO <*>: <*> file <*> as <*>
1148,Edges file hdfs://cuhkcluster/dataspace/team7/HiBench/Pagerank/Input/edges as output,s55,<*> file <*> as <*>,22/11/21 21:00:39 INFO HiBench.PagerankData: Edges file hdfs://cuhkcluster/dataspace/team7/HiBench/Pagerank/Input/edges as output,<*> INFO <*>: <*> file <*> as <*>
1149,Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200,s17,Connecting to Application History server at <*>,22/11/21 21:00:39 INFO client.AHSProxy: Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200,<*> INFO <*>: Connecting to Application History server at <*>
1150,Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200,s17,Connecting to Application History server at <*>,22/11/21 21:00:39 INFO client.AHSProxy: Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200,<*> INFO <*>: Connecting to Application History server at <*>
1151,"Created token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668517528770, maxDate=1669122328770, sequenceNumber=8483001, masterKeyId=1037 on ha-hdfs:cuhkcluster",s18,"Created token for <*>: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*> on <*>","22/11/21 21:00:39 INFO hdfs.DFSClient: Created token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668517528770, maxDate=1669122328770, sequenceNumber=8483001, masterKeyId=1037 on ha-hdfs:cuhkcluster","<*> INFO <*>: Created token for <*>: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*> on <*>"
1152,"Getting new token from http://manager.cuhk.com:9292/kms/v1/, renewer:rm/master1.cuhk.com@BIGDATA",s19,Getting new token from <*> renewer:<*>,"22/11/21 21:00:39 INFO kms.KMSClientProvider: Getting new token from http://manager.cuhk.com:9292/kms/v1/, renewer:rm/master1.cuhk.com@BIGDATA",<*> INFO <*>: Getting new token from <*> renewer:<*>
1153,"New token received: (Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668517528788, maxDate=1669122328788, sequenceNumber=71661, masterKeyId=648))",s21,"New token received: (Kind: <*> Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>))","22/11/21 21:00:39 INFO kms.KMSClientProvider: New token received: (Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668517528788, maxDate=1669122328788, sequenceNumber=71661, masterKeyId=648))","<*> INFO <*>: New token received: (Kind: <*> Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>))"
1154,"Got dt for hdfs://cuhkcluster; Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668517528770, maxDate=1669122328770, sequenceNumber=8483001, masterKeyId=1037)",s89,"Got dt for <*>; Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)","22/11/21 21:00:39 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668517528770, maxDate=1669122328770, sequenceNumber=8483001, masterKeyId=1037)","<*> INFO <*>: Got dt for <*>; Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)"
1155,"Got dt for hdfs://cuhkcluster; Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668517528788, maxDate=1669122328788, sequenceNumber=71661, masterKeyId=648)",s22,"Got dt for <*>; Kind: <*> Service: <*> Ident: (<*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)","22/11/21 21:00:39 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668517528788, maxDate=1669122328788, sequenceNumber=71661, masterKeyId=648)","<*> INFO <*>: Got dt for <*>; Kind: <*> Service: <*> Ident: (<*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)"
1156,Hadoop command-line option parsing not performed. Implement the Tool interface and execute your application with ToolRunner to remedy this.,s56,Hadoop command-line option parsing not performed. Implement the Tool interface and execute your application with ToolRunner to remedy this.,22/11/21 21:00:39 WARN mapreduce.JobResourceUploader: Hadoop command-line option parsing not performed. Implement the Tool interface and execute your application with ToolRunner to remedy this.,<*> WARN <*>: Hadoop command-line option parsing not performed. Implement the Tool interface and execute your application with ToolRunner to remedy this.
1157,Disabling Erasure Coding for path: /user/team7/.staging/job_1668496639954_0274,s23,Disabling Erasure Coding for path: <*>,22/11/21 21:00:39 INFO mapreduce.JobResourceUploader: Disabling Erasure Coding for path: /user/team7/.staging/job_1668496639954_0274,<*> INFO <*>: Disabling Erasure Coding for path: <*>
1158,Total input files to process : 1,s17,Total input files to process : <*>,22/11/21 21:00:39 INFO mapred.FileInputFormat: Total input files to process : 1,<*> INFO <*>: Total input files to process : <*>
1159,number of splits:1,s25,number of splits:<*>,22/11/21 21:00:39 INFO mapreduce.JobSubmitter: number of splits:1,<*> INFO <*>: number of splits:<*>
1160,Submitting tokens for job: job_1668496639954_0274,s26,Submitting tokens for job: <*>,22/11/21 21:00:39 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1668496639954_0274,<*> INFO <*>: Submitting tokens for job: <*>
1161,"Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668517528770, maxDate=1669122328770, sequenceNumber=8483001, masterKeyId=1037), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668517528788, maxDate=1669122328788, sequenceNumber=71661, masterKeyId=648)]",s27,"Executing with tokens: [Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>), Kind: kms-dt, Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)]","22/11/21 21:00:39 INFO mapreduce.JobSubmitter: Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668517528770, maxDate=1669122328770, sequenceNumber=8483001, masterKeyId=1037), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668517528788, maxDate=1669122328788, sequenceNumber=71661, masterKeyId=648)]","<*> INFO <*>: Executing with tokens: [Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>), Kind: kms-dt, Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)]"
1162,Timeline service address: manager.cuhk.com:8188,s29,Timeline service address: <*>,22/11/21 21:00:39 INFO impl.TimelineClientImpl: Timeline service address: manager.cuhk.com:8188,<*> INFO <*>: Timeline service address: <*>
1163,Submitted application application_1668496639954_0274,s30,Submitted application <*>,22/11/21 21:00:40 INFO impl.YarnClientImpl: Submitted application application_1668496639954_0274,<*> INFO <*>: Submitted application <*>
1164,The url to track the job: http://master1.cuhk.com:8088/proxy/application_1668496639954_0274/,s31,The url to track the job: <*>,22/11/21 21:00:40 INFO mapreduce.Job: The url to track the job: http://master1.cuhk.com:8088/proxy/application_1668496639954_0274/,<*> INFO <*>: The url to track the job: <*>
1165,Running job: job_1668496639954_0274,s32,Running job: <*>,22/11/21 21:00:40 INFO mapreduce.Job: Running job: job_1668496639954_0274,<*> INFO <*>: Running job: <*>
1166,Job job_1668496639954_0274 running in uber mode : false,s33,Job <*> running in uber mode : <*>,22/11/21 21:00:50 INFO mapreduce.Job: Job job_1668496639954_0274 running in uber mode : false,<*> INFO <*>: Job <*> running in uber mode : <*>
1167,map 0% reduce 0%,s34,map <*> reduce <*>,22/11/21 21:00:50 INFO mapreduce.Job:  map 0% reduce 0%,<*> INFO <*>: map <*> reduce <*>
1168,map 100% reduce 0%,s34,map <*> reduce <*>,22/11/21 21:01:00 INFO mapreduce.Job:  map 100% reduce 0%,<*> INFO <*>: map <*> reduce <*>
1169,Job job_1668496639954_0274 completed successfully,s35,Job <*> completed successfully,22/11/21 21:01:00 INFO mapreduce.Job: Job job_1668496639954_0274 completed successfully,<*> INFO <*>: Job <*> completed successfully
1170,Finished Running Job: Create pagerank links,s57,Finished Running Job: Create <*>,22/11/21 21:01:00 INFO HiBench.PagerankData: Finished Running Job: Create pagerank links,<*> INFO <*>: Finished Running Job: Create <*>
1171,Closing pagerank data generator...,s91,Closing <*> data generator...,22/11/21 21:01:00 INFO HiBench.PagerankData: Closing pagerank data generator...,<*> INFO <*>: Closing <*> data generator...
1172,finish HadoopPreparePagerank bench,s36,finish <*> bench,finish HadoopPreparePagerank bench,finish <*> bench
1173,Start changing mapper and reducer ...,s37,Start changing mapper and reducer ...,Start changing mapper and reducer ...,Start changing mapper and reducer ...
1174,"====================Start execute hibench datasize: tiny, mapper: 1, reducer: 1 ======================",s38,====================Start execute hibench datasize: <*> mapper: <*> reducer: <*> ======================,"====================Start execute hibench datasize: tiny, mapper: 1, reducer: 1 ======================",====================Start execute hibench datasize: <*> mapper: <*> reducer: <*> ======================
1175,Running terasort test ...,s39,Running <*> test ...,Running terasort test ...,Running <*> test ...
1176,patching args=,s8,patching args=<*>,patching args=,patching args=<*>
1177,Parsing conf: /home/team7/HiBench3/conf/hadoop.conf,s9,Parsing conf: <*>,Parsing conf: /home/team7/HiBench3/conf/hadoop.conf,patching args=<*>
1178,Parsing conf: /home/team7/HiBench3/conf/hibench.conf,s9,Parsing conf: <*>,Parsing conf: /home/team7/HiBench3/conf/hibench.conf,Parsing conf: <*>
1179,Parsing conf: /home/team7/HiBench3/conf/spark.conf,s9,Parsing conf: <*>,Parsing conf: /home/team7/HiBench3/conf/spark.conf,Parsing conf: <*>
1180,Parsing conf: /home/team7/HiBench3/conf/workloads/micro/terasort.conf,s9,Parsing conf: <*>,Parsing conf: /home/team7/HiBench3/conf/workloads/micro/terasort.conf,Parsing conf: <*>
1181,probe sleep jar: /usr/hdp/3.0.1.0-187/hadoop/../hadoop-mapreduce/hadoop-mapreduce-client-jobclient-tests.jar,s10,probe sleep jar: <*>,probe sleep jar: /usr/hdp/3.0.1.0-187/hadoop/../hadoop-mapreduce/hadoop-mapreduce-client-jobclient-tests.jar,probe sleep jar: <*>
1182,start HadoopTerasort bench,s13,start <*> bench,start HadoopTerasort bench,start <*> bench
1183,hdfs rm -r: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop fs -rm -r -skipTrash hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Output,s14,hdfs rm -r: <*> --config <*> fs -rm -r -skipTrash <*>,hdfs rm -r: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop fs -rm -r -skipTrash hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Output,hdfs rm -r: <*> --config <*> fs -rm -r -skipTrash <*>
1184,Deleted hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Output,s15,Deleted <*>,Deleted hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Output,Deleted <*>
1185,hdfs du -s: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop fs -du -s hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Input,s40,hdfs du -s: <*> --config <*> fs -du -s <*>,hdfs du -s: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop fs -du -s hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Input,hdfs du -s: <*> --config <*> fs -du -s <*>
1186,Submit MapReduce Job: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop jar /usr/hdp/3.0.1.0-187/hadoop/../hadoop-mapreduce/hadoop-mapreduce-examples.jar terasort -D mapreduce.job.reduces=1 -D mapreduce.job.queuename=team7 hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Input hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Output,s85,Submit MapReduce Job: <*> --config <*> jar <*> terasort -D mapreduce.job.reduces=<*> -D mapreduce.job.queuename=<*> <*>,Submit MapReduce Job: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop jar /usr/hdp/3.0.1.0-187/hadoop/../hadoop-mapreduce/hadoop-mapreduce-examples.jar terasort -D mapreduce.job.reduces=1 -D mapreduce.job.queuename=team7 hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Input hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Output,Submit MapReduce Job: <*> --config <*> jar <*> terasort -D mapreduce.job.reduces=<*> -D mapreduce.job.queuename=<*> <*>
1187,starting,s41,starting,22/11/21 21:01:11 INFO terasort.TeraSort: starting,<*> INFO <*>: starting
1188,"Created token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668517562124, maxDate=1669122362124, sequenceNumber=8483009, masterKeyId=1037 on ha-hdfs:cuhkcluster",s18,"Created token for <*>: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*> on <*>","22/11/21 21:01:12 INFO hdfs.DFSClient: Created token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668517562124, maxDate=1669122362124, sequenceNumber=8483009, masterKeyId=1037 on ha-hdfs:cuhkcluster","<*> INFO <*>: Created token for <*>: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*> on <*>"
1189,"Getting new token from http://manager.cuhk.com:9292/kms/v1/, renewer:rm/master1.cuhk.com@BIGDATA",s19,Getting new token from <*> renewer:<*>,"22/11/21 21:01:12 INFO kms.KMSClientProvider: Getting new token from http://manager.cuhk.com:9292/kms/v1/, renewer:rm/master1.cuhk.com@BIGDATA",<*> INFO <*>: Getting new token from <*> renewer:<*>
1190,"New token received: (Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668517562195, maxDate=1669122362195, sequenceNumber=71666, masterKeyId=648))",s21,"New token received: (Kind: <*> Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>))","22/11/21 21:01:13 INFO kms.KMSClientProvider: New token received: (Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668517562195, maxDate=1669122362195, sequenceNumber=71666, masterKeyId=648))","<*> INFO <*>: New token received: (Kind: <*> Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>))"
1191,"Got dt for hdfs://cuhkcluster; Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668517562124, maxDate=1669122362124, sequenceNumber=8483009, masterKeyId=1037)",s89,"Got dt for <*>; Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)","22/11/21 21:01:13 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668517562124, maxDate=1669122362124, sequenceNumber=8483009, masterKeyId=1037)","<*> INFO <*>: Got dt for <*>; Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)"
1192,"Got dt for hdfs://cuhkcluster; Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668517562195, maxDate=1669122362195, sequenceNumber=71666, masterKeyId=648)",s22,"Got dt for <*>; Kind: <*> Service: <*> Ident: (<*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)","22/11/21 21:01:13 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668517562195, maxDate=1669122362195, sequenceNumber=71666, masterKeyId=648)","<*> INFO <*>: Got dt for <*>; Kind: <*> Service: <*> Ident: (<*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)"
1193,Total input files to process : 1,s17,Total input files to process : <*>,22/11/21 21:01:13 INFO input.FileInputFormat: Total input files to process : 1,<*> INFO <*>: Total input files to process : <*>
1194,Spent 502ms computing base-splits.,s43,Spent <*> computing base-splits.,Spent 502ms computing base-splits.,Spent <*> computing base-splits.
1195,Spent 2ms computing TeraScheduler splits.,s44,Spent <*> computing TeraScheduler splits.,Spent 2ms computing TeraScheduler splits.,Spent <*> computing TeraScheduler splits.
1196,Computing input splits took 504ms,s45,Computing input splits took <*>,Computing input splits took 504ms,Computing input splits took <*>
1197,Sampling 1 splits of 1,s46,Sampling <*> splits of <*>,Sampling 1 splits of 1,Sampling <*> splits of <*>
1198,Making 1 from 100000 sampled records,s47,Making <*> from <*> sampled records,Making 1 from 100000 sampled records,Making <*> from <*> sampled records
1199,Computing parititions took 250ms,s48,Computing parititions took <*>,Computing parititions took 250ms,Computing parititions took <*>
1200,Spent 756ms computing partitions.,s49,Spent <*> computing partitions.,Spent 756ms computing partitions.,Spent <*> computing partitions.
1201,Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200,s17,Connecting to Application History server at <*>,22/11/21 21:01:13 INFO client.AHSProxy: Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200,<*> INFO <*>: Connecting to Application History server at <*>
1202,Disabling Erasure Coding for path: /user/team7/.staging/job_1668496639954_0279,s23,Disabling Erasure Coding for path: <*>,22/11/21 21:01:13 INFO mapreduce.JobResourceUploader: Disabling Erasure Coding for path: /user/team7/.staging/job_1668496639954_0279,<*> INFO <*>: Disabling Erasure Coding for path: <*>
1203,number of splits:1,s25,number of splits:<*>,22/11/21 21:01:14 INFO mapreduce.JobSubmitter: number of splits:1,<*> INFO <*>: number of splits:<*>
1204,Submitting tokens for job: job_1668496639954_0279,s26,Submitting tokens for job: <*>,22/11/21 21:01:14 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1668496639954_0279,<*> INFO <*>: Submitting tokens for job: <*>
