LineId,Content,EventId,EventTemplate
961,"internal server error, traceid is -99, requestid is , opname:createservicethread, error code:vapp-01029, error message:failed to create service. servicename = {""zh_cn"":""fun_vapp_mgn_tmp_0074n7j"", ""en_us"":""fun_vapp_mgn_tmp_0074n7j""}, e = exception.id: vapp-01029;",E386,"internal server error, traceid is <*> requestid is , opname:<*>, error code:<*>, error message:failed to create service. servicename = <*>, e = exception.id: <*>;"
962,"x-trace-id:-99, x-request-id:routeid, internal server error, traceid is -99, requestid is routeid, opname:queryserviceparams, error code:vapp-09033, error message:the service does not exist. serviceid = serviceid",E189,"x-trace-id:<*>, x-request-id:<*>, internal server error, traceid is <*> requestid is <*> opname:<*>, error code:<*>, error message:<*>. serviceid = <*>"
963,ServiceException ServiceException: exception.id: vapp-09033;,E77,ServiceException ServiceException: exception.id: <*>;
964,"x-trace-id:-99, x-request-id:routeid, internal server error, traceid is -99, requestid is routeid, opname:queryserviceparams, error code:vapp-09033, error message:the service does not exist. serviceid = serviceid",E189,"x-trace-id:<*>, x-request-id:<*>, internal server error, traceid is <*> requestid is <*> opname:<*>, error code:<*>, error message:<*>. serviceid = <*>"
965,ServiceException ServiceException: exception.id: vapp-09033;,E77,ServiceException ServiceException: exception.id: <*>;
966,"createservice registryserviceoperation: start. servicename = {""zh_cn"":""fun_vapp_tmpl_135_405"", ""en_us"":""fun_vapp_tmpl_135_405""}",E188,"createservice registryserviceoperation: start. servicename = <*>"", ""en_us"":""<*>""}"
967,createservice registryserviceoperation: end.,E429,createservice registryserviceoperation: end.
968,"x-trace-id:-99, x-request-id:routeid, internal server error, traceid is -99, requestid is routeid, opname:queryserviceparams, error code:vapp-09033, error message:the service does not exist. serviceid = serviceid",E189,"x-trace-id:<*>, x-request-id:<*>, internal server error, traceid is <*> requestid is <*> opname:<*>, error code:<*>, error message:<*>. serviceid = <*>"
969,ServiceException ServiceException: exception.id: vapp-09033;,E77,ServiceException ServiceException: exception.id: <*>;
970,"x-trace-id:-99, x-request-id:routeid, internal server error, traceid is -99, requestid is routeid, opname:queryserviceparams, error code:vapp-09033, error message:the service does not exist. serviceid = serviceid",E189,"x-trace-id:<*>, x-request-id:<*>, internal server error, traceid is <*> requestid is <*> opname:<*>, error code:<*>, error message:<*>. serviceid = <*>"
971,ServiceException ServiceException: exception.id: vapp-09033;,E77,ServiceException ServiceException: exception.id: <*>;
972,templatehelper getsoftwareurlmap start,E197,templatehelper getsoftwareurlmap <*>
973,"check string is json exception, ignore this exception...",E187,"check string is json exception, ignore this exception..."
974,"Manager.decryptV2 len=8216, KeyType=LOCAL, keyName=common_local, AppException=Decrypt in 574257954 failed, result=353",E377,"Manager.decryptV2 len=<*>, KeyType=LOCAL, keyName=common_local, AppException=Decrypt in <*> failed, result=<*>"
975,"internal server error, opname:cipherutil.commondecrypt, error code:vapp-00001, error message:decrypt error!, traceid is -99, requestid is",E441,"internal server error, opname:<*>, error code:<*>, error message:decrypt error!, traceid is <*>, requestid is"
976,"check string is json exception, ignore this exception...",E187,"check string is json exception, ignore this exception..."
977,"internal server error, opname:parseobject, error code:vapp-00027, error message:parse json to object fail, pls check json string, traceid is -99, requestid is",E131,"internal server error, opname:<*>, error code:<*>, error message:parse json to object fail, pls check json string, traceid is <*>, requestid is"
978,"x-trace-id:-99, x-request-id:routeid, you do not have the permissions to perform the operation, method=get, uri=/url666",E119,"x-trace-id:<*>, x-request-id:<*>, you do not have the permissions to perform the operation, method=<*>, uri=<*>"
979,"createservice registryserviceoperation: start. servicename = {""zh_cn"":""service_b3o4"", ""en_us"":""service_b3o4""}",E188,"createservice registryserviceoperation: start. servicename = <*>"", ""en_us"":""<*>""}"
980,createservice registryserviceoperation: end.,E429,createservice registryserviceoperation: end.
981,"x-trace-id:-99, x-request-id:routeid, internal server error, traceid is -99, requestid is routeid, opname:queryserviceparams, error code:vapp-09033, error message:the service does not exist. serviceid = serviceid",E189,"x-trace-id:<*>, x-request-id:<*>, internal server error, traceid is <*> requestid is <*> opname:<*>, error code:<*>, error message:<*>. serviceid = <*>"
982,ServiceException ServiceException: exception.id: vapp-09033;,E77,ServiceException ServiceException: exception.id: <*>;
983,"x-trace-id:-99, x-request-id:routeid, internal server error, traceid is -99, requestid is routeid, opname:queryserviceparams, error code:vapp-09033, error message:the service does not exist. serviceid = serviceid",E189,"x-trace-id:<*>, x-request-id:<*>, internal server error, traceid is <*> requestid is <*> opname:<*>, error code:<*>, error message:<*>. serviceid = <*>"
984,ServiceException ServiceException: exception.id: vapp-09033;,E77,ServiceException ServiceException: exception.id: <*>;
985,templatehelper getsoftwareurlmap start,E197,templatehelper getsoftwareurlmap <*>
986,"check string is json exception, ignore this exception...",E187,"check string is json exception, ignore this exception..."
987,"Manager.decryptV2 len=8001, KeyType=LOCAL, keyName=common_local, AppException=Decrypt in 1701737506 failed, result=353",E377,"Manager.decryptV2 len=<*>, KeyType=LOCAL, keyName=common_local, AppException=Decrypt in <*> failed, result=<*>"
988,"internal server error, opname:cipherutil.commondecrypt, error code:vapp-00001, error message:decrypt error!, traceid is -99, requestid is",E441,"internal server error, opname:<*>, error code:<*>, error message:decrypt error!, traceid is <*>, requestid is"
989,"check string is json exception, ignore this exception...",E187,"check string is json exception, ignore this exception..."
990,templatehelper getsoftwareurlmap end,E197,templatehelper getsoftwareurlmap <*>
991,templatehelper getsoftwareurlmap start,E197,templatehelper getsoftwareurlmap <*>
992,"check string is json exception, ignore this exception...",E187,"check string is json exception, ignore this exception..."
993,"Manager.decryptV2 len=8001, KeyType=LOCAL, keyName=common_local, AppException=Decrypt in 1701737506 failed, result=353",E377,"Manager.decryptV2 len=<*>, KeyType=LOCAL, keyName=common_local, AppException=Decrypt in <*> failed, result=<*>"
994,"internal server error, opname:cipherutil.commondecrypt, error code:vapp-00001, error message:decrypt error!, traceid is -99, requestid is",E441,"internal server error, opname:<*>, error code:<*>, error message:decrypt error!, traceid is <*>, requestid is"
995,"check string is json exception, ignore this exception...",E187,"check string is json exception, ignore this exception..."
996,templatehelper getsoftwareurlmap end,E197,templatehelper getsoftwareurlmap <*>
997,templatehelper getsoftwareurlmap start,E197,templatehelper getsoftwareurlmap <*>
998,"check string is json exception, ignore this exception...",E187,"check string is json exception, ignore this exception..."
999,"Manager.decryptV2 len=8001, KeyType=LOCAL, keyName=common_local, AppException=Decrypt in 1701737506 failed, result=353",E377,"Manager.decryptV2 len=<*>, KeyType=LOCAL, keyName=common_local, AppException=Decrypt in <*> failed, result=<*>"
1000,"internal server error, opname:cipherutil.commondecrypt, error code:vapp-00001, error message:decrypt error!, traceid is -99, requestid is",E441,"internal server error, opname:<*>, error code:<*>, error message:decrypt error!, traceid is <*>, requestid is"
1001,"check string is json exception, ignore this exception...",E187,"check string is json exception, ignore this exception..."
1002,templatehelper getsoftwareurlmap end,E197,templatehelper getsoftwareurlmap <*>
1003,Response failed 127.0.0.1:2222/domain java.util.concurrent.TimeoutException: Idle timeout 30000 ms,E116,Response failed <*>/domain java.util.concurrent.TimeoutException: Idle timeout <*> ms
1004,"Send Msg-->: to 127.0.0.1:2222, path:/url11, method:GET, RequestId:RequestId is failed! Start time: Tue Jan 127.0.0.1 CST 2023",E110,"Send Msg-->: to <*> path:<*>, method:<*>, RequestId:<*> Start time: <*>"
1005,ServiceException ServiceException: exception.id: framework.client.EXPIRED; java.util.concurrent.TimeoutException,E58,ServiceException ServiceException: exception.id: <*>; <*>
1006,Caused by: java.util.concurrent.TimeoutException,E95,Caused by: <*>
1007,"executeToGetResponse is not good response. response:null, httpCode:500",E448,"executeToGetResponse is not good response. response:<*>, httpCode:<*>"
1008,ServiceException ServiceException: exception.id: SystemError; java.lang.reflect.InvocationTargetException,E58,ServiceException ServiceException: exception.id: <*>; <*>
1009,Caused by: java.lang.reflect.InvocationTargetException,E95,Caused by: <*>
1010,Caused by: java.lang.ClassCastException,E95,Caused by: <*>
1011,create auth user request failed. userName = username,E34,create auth user request failed. userName = <*>
1012,[createAuthUser] authUser error.,E106,[createAuthUser] authUser error.
1013,ServiceException error. ServiceException: exception.id: SystemError; create plat authUser error.,E16,ServiceException error. ServiceException: exception.id: <*>; create plat authUser error.
1014,ServiceException ServiceException: exception.id: vdc;,E77,ServiceException ServiceException: exception.id: <*>;
1015,"queryUserDetail failed, userId=userid01, type=id, domainName=null, error=exception.id: vdc;",E263,"queryUserDetail failed, userId=<*>, type=id, domainName=null, error=exception.id: vdc;"
1016,ServiceException ServiceException: exception.id: vdc;,E77,ServiceException ServiceException: exception.id: <*>;
1017,create user error! useName=username. var= exception.id: vdc;,E423,create user error! useName=<*>. var= exception.id: <*>;
1018,ServiceException ServiceException: exception.id: vdc;,E77,ServiceException ServiceException: exception.id: <*>;
1019,"queryUserDetail failed, userId=userid02, type=id, domainName=null, error=exception.id: vdc;",E263,"queryUserDetail failed, userId=<*>, type=id, domainName=null, error=exception.id: vdc;"
1020,ServiceException ServiceException: exception.id: tc;,E77,ServiceException ServiceException: exception.id: <*>;
1021,ServiceException ServiceException: exception.id: vdc;,E77,ServiceException ServiceException: exception.id: <*>;
1022,create auth user request failed. userName = username,E34,create auth user request failed. userName = <*>
1023,[createAuthUser] authUser error.,E106,[createAuthUser] authUser error.
1024,ServiceException error. ServiceException: exception.id: SystemError; create plat authUser error.,E16,ServiceException error. ServiceException: exception.id: <*>; create plat authUser error.
1025,create user error! useName=username. var= exception.id: vdc;,E423,create user error! useName=<*>. var= exception.id: <*>;
1026,ServiceException ServiceException: exception.id: vdc;,E77,ServiceException ServiceException: exception.id: <*>;
1027,"queryUserDetail failed, userId=userid01, type=id, domainName=null, error=exception.id: vdc;",E263,"queryUserDetail failed, userId=<*>, type=id, domainName=null, error=exception.id: vdc;"
1028,project is not exist: projectId = c5b30b0658854c8cb1a3d1ecd8d63e19,E350,project is not exist: projectId = <*>
1029,"queryProjectDetail failed, exception.id=vdc, message=exception.id: vdc;",E307,"queryProjectDetail failed, exception.id=<*>, message=exception.id: <*>;"
1030,End to init service.,E314,End to init service.
1031,use ipv4 loopback ip,E394,use <*> loopback ip
1032,There are no subscribed files.,E359,There are no subscribed files.
1033,failed to getResourceAmountOfOnceAnalysis,E114,failed to getResourceAmountOfOnceAnalysis
1034,There are no subscribed files.,E359,There are no subscribed files.
1035,start to register scheduled task for analysis.,E232,start to register scheduled task for analysis.
1036,enter setMqSourceConfigs,E156,enter setMqSourceConfigs
1037,set executorService to null,E436,set executorService to null
1038,cannot get topicInfo for consumer by topic: topic,E178,cannot get topicInfo for consumer by topic: <*>
1039,"get clusterIp failed when create consumer, return null",E40,"get clusterIp failed when create consumer, return null"
1040,create consumer failed!,E237,create consumer failed!
1041,"cannot subscribe topic, due to {} Exception: create consumer failed!",E450,"cannot subscribe topic, due to <*> Exception: create consumer failed!"
1042,enter setMqSourceConfigs,E156,enter setMqSourceConfigs
1043,set executorService to null,E436,set executorService to null
1044,cannot get topicInfo for consumer by topic: topic,E178,cannot get topicInfo for consumer by topic: <*>
1045,"get clusterIp failed when create consumer, return null",E40,"get clusterIp failed when create consumer, return null"
1046,create consumer failed!,E237,create consumer failed!
1047,"cannot subscribe topic, due to {} Exception: create consumer failed!",E450,"cannot subscribe topic, due to <*> Exception: create consumer failed!"
1048,init distributed-trigger params. result=true,E218,init distributed-trigger params. result=<*>
1049,enter setMqSourceConfigs,E156,enter setMqSourceConfigs
1050,set executorService to null,E436,set executorService to null
1051,cannot get topicInfo for consumer by topic: topic,E178,cannot get topicInfo for consumer by topic: <*>
1052,"get clusterIp failed when create consumer, return null",E40,"get clusterIp failed when create consumer, return null"
1053,create consumer failed!,E237,create consumer failed!
1054,"cannot subscribe topic, due to {} Exception: create consumer failed!",E450,"cannot subscribe topic, due to <*> Exception: create consumer failed!"
1055,init parameterMap. result=true,E443,init parameterMap. result=<*>
1056,enter setMqSourceConfigs,E156,enter setMqSourceConfigs
1057,set executorService to null,E436,set executorService to null
1058,cannot get topicInfo for consumer by topic: resource,E178,cannot get topicInfo for consumer by topic: <*>
1059,"get clusterIp failed when create consumer, return null",E40,"get clusterIp failed when create consumer, return null"
1060,create consumer failed!,E237,create consumer failed!
1061,"cannot subscribe topic, due to {} Exception: create consumer failed!",E450,"cannot subscribe topic, due to <*> Exception: create consumer failed!"
1062,enter setMqSourceConfigs,E156,enter setMqSourceConfigs
1063,set executorService to null,E436,set executorService to null
1064,cannot get topicInfo for consumer by topic: topic,E178,cannot get topicInfo for consumer by topic: <*>
1065,"get clusterIp failed when create consumer, return null",E40,"get clusterIp failed when create consumer, return null"
1066,create consumer failed!,E237,create consumer failed!
1067,"cannot subscribe topic, due to {} Exception: create consumer failed!",E450,"cannot subscribe topic, due to <*> Exception: create consumer failed!"
1068,enter setMqSourceConfigs,E156,enter setMqSourceConfigs
1069,set executorService to null,E436,set executorService to null
1070,cannot get topicInfo for consumer by topic: topic,E178,cannot get topicInfo for consumer by topic: <*>
1071,"get clusterIp failed when create consumer, return null",E40,"get clusterIp failed when create consumer, return null"
1072,create consumer failed!,E237,create consumer failed!
1073,"cannot subscribe topic, due to {} Exception: create consumer failed!",E450,"cannot subscribe topic, due to <*> Exception: create consumer failed!"
1074,enter setMqSourceConfigs,E156,enter setMqSourceConfigs
1075,set executorService to null,E436,set executorService to null
1076,cannot get topicInfo for consumer by topic: topic,E178,cannot get topicInfo for consumer by topic: <*>
1077,"get clusterIp failed when create consumer, return null",E40,"get clusterIp failed when create consumer, return null"
1078,create consumer failed!,E237,create consumer failed!
1079,"cannot subscribe topic, due to {} Exception: create consumer failed!",E450,"cannot subscribe topic, due to <*> Exception: create consumer failed!"
1080,enter setMqSourceConfigs,E156,enter setMqSourceConfigs
1081,enter setMqSourceConfigs,E156,enter setMqSourceConfigs
1082,set executorService to null,E436,set executorService to null
1083,cannot get topicInfo for consumer by topic: topic,E178,cannot get topicInfo for consumer by topic: <*>
1084,"get clusterIp failed when create consumer, return null",E40,"get clusterIp failed when create consumer, return null"
1085,create consumer failed!,E237,create consumer failed!
1086,"cannot subscribe topic, due to {} Exception: create consumer failed!",E450,"cannot subscribe topic, due to <*> Exception: create consumer failed!"
1087,enter setMqSourceConfigs,E156,enter setMqSourceConfigs
1088,set executorService to null,E436,set executorService to null
1089,cannot get topicInfo for consumer by topic: topic,E178,cannot get topicInfo for consumer by topic: <*>
1090,"get clusterIp failed when create consumer, return null",E40,"get clusterIp failed when create consumer, return null"
1091,create consumer failed!,E237,create consumer failed!
1092,"cannot subscribe topic, due to {} Exception: create consumer failed!",E450,"cannot subscribe topic, due to <*> Exception: create consumer failed!"
1093,enter setMqSourceConfigs,E156,enter setMqSourceConfigs
1094,set executorService to null,E436,set executorService to null
1095,cannot get topicInfo for consumer by topic: topic,E178,cannot get topicInfo for consumer by topic: <*>
1096,"get clusterIp failed when create consumer, return null",E40,"get clusterIp failed when create consumer, return null"
1097,create consumer failed!,E237,create consumer failed!
1098,"cannot subscribe topic, due to {} Exception: create consumer failed!",E450,"cannot subscribe topic, due to <*> Exception: create consumer failed!"
1099,enter setMqSourceConfigs,E156,enter setMqSourceConfigs
1100,set executorService to null,E436,set executorService to null
1101,cannot get topicInfo for consumer by topic: topic,E178,cannot get topicInfo for consumer by topic: <*>
1102,"get clusterIp failed when create consumer, return null",E40,"get clusterIp failed when create consumer, return null"
1103,create consumer failed!,E237,create consumer failed!
1104,"cannot subscribe topic, due to {} Exception: create consumer failed!",E450,"cannot subscribe topic, due to <*> Exception: create consumer failed!"
1105,redisName is db,E242,redisName is <*>
1106,start service init...,E264,start service init...
1107,Load check rules error. rule file:envCheck,E3,Load check rules error. rule file:<*>
1108,EnvUtils getRegionShow env param check error.,E161,EnvUtils getRegionShow env param check error.
1109,data schedule start,E193,data schedule start
1110,data schedule start Success,E138,data schedule start Success
1111,enter setMqSourceConfigs,E156,enter setMqSourceConfigs
1112,set executorService to null,E436,set executorService to null
1113,cannot get topicInfo for consumer by topic: topic,E178,cannot get topicInfo for consumer by topic: <*>
1114,"get clusterIp failed when create consumer, return null",E40,"get clusterIp failed when create consumer, return null"
1115,create consumer failed!,E237,create consumer failed!
1116,"cannot subscribe topic, due to {} Exception: create consumer failed!",E450,"cannot subscribe topic, due to <*> Exception: create consumer failed!"
1117,"init consumer error, {} Exception: Exception: create consumer failed!",E281,"init consumer error, <*> Exception: Exception: create consumer failed!"
1118,Caused by: Exception: create consumer failed!,E320,<*> Exception: <*> failed!
1119,can not find file --- /file.json,E85,can not find file --- <*>
1120,initExecutor(use fixedThreadPool): threadNum=200,E248,initExecutor(use fixedThreadPool): threadNum=<*>
1121,Begin to init service... ...,E60,Begin to init service... ...
1122,enter setMqSourceConfigs,E156,enter setMqSourceConfigs
1123,set executorService to null,E436,set executorService to null
1124,cannot get topicInfo for consumer by topic: topic,E178,cannot get topicInfo for consumer by topic: <*>
1125,"get clusterIp failed when create consumer, return null",E40,"get clusterIp failed when create consumer, return null"
1126,create consumer failed!,E237,create consumer failed!
1127,"cannot subscribe topic, due to {} Exception: create consumer failed!",E450,"cannot subscribe topic, due to <*> Exception: create consumer failed!"
1128,enter setMqSourceConfigs,E156,enter setMqSourceConfigs
1129,set executorService to null,E436,set executorService to null
1130,cannot get topicInfo for consumer by topic: topic,E178,cannot get topicInfo for consumer by topic: <*>
1131,"get clusterIp failed when create consumer, return null",E40,"get clusterIp failed when create consumer, return null"
1132,jobId[jobId] start ...,E449,jobId[<*>] start ...
1133,devices number: 0,E72,devices number: <*>
1134,save devices success.,E418,save devices success.
1135,No policy match in currentTime: 1676971591165 .,E194,No policy match in currentTime: <*> .
1136,devices number: 0,E72,devices number: <*>
1137,save devices success.,E418,save devices success.
1138,redis devices size: 1,E334,redis devices size: <*>
1139,redis devices size: 0,E334,redis devices size: <*>
1140,not existed devices: [local],E177,not existed devices: [<*>]
1141,devices number: 0,E72,devices number: <*>
1142,save devices success.,E418,save devices success.
1143,"createTask return httpCode:200, task tag: 8514.",E249,"createTask return httpCode:<*>, task tag: <*>."
1144,redis devices size: 1,E334,redis devices size: <*>
1145,redis devices size: 0,E334,redis devices size: <*>
1146,not existed devices: [local],E177,not existed devices: [<*>]
1147,devices number: 0,E72,devices number: <*>
1148,save devices success.,E418,save devices success.
1149,"receive task start, normal tags: [8514], abnormal tags: []",E250,"receive task start, normal tags: [<*>], abnormal tags: []"
1150,finish updating task status. jobHisIds: [8514],E125,finish updating task status. jobHisIds: [<*>]
1151,start to do app health calculating by auto task,E347,start to do app health calculating by auto task
1152,health calculate task begin time : 1676228025001,E253,health calculate task begin time : <*>
1153,get newest GlobalConfig,E78,get newest <*>
1154,start to calculate app health and business,E295,start to calculate app health and business
1155,"response code is 400! [url=/obj], [msg={""exceptionId"":""illegal parameters"", ""exceptionType"":""EXCEPTION"", ""descArgs"":null, ""reasonArgs"":null, ""detailArgs"":null, ""adviceArgs"":null}]",E165,"response code is <*>! [url=<*>], [msg=<*>]"
1156,"response code is 400! [url=/pool], [msg={""exceptionId"":""illegal parameters"", ""exceptionType"":""EXCEPTION"", ""descArgs"":null, ""reasonArgs"":null, ""detailArgs"":null, ""adviceArgs"":null}]",E165,"response code is <*>! [url=<*>], [msg=<*>]"
1157,"delete url detection task, taskId is taskId",E59,"delete url detection task, taskId is <*>"
1158,"start batchDeleteMgmtTasks, task number: 1",E351,"start batchDeleteMgmtTasks, task number: <*>"
1159,alarmTasks task number:0,E343,alarmTasks task number:<*>
1160,"url delecttion Task is not exist or dup, taskId is taskId",E224,"url delecttion Task is not exist or dup, taskId is <*>"
1161,"isRunTimeReported:false, ops taskId:opsTaskId1",E145,"isRunTimeReported:<*>, ops taskId:<*>"
1162,"url detection result, opsTaskId:opsTaskId1, agentId:agentId1, ip:127.0.0.1",E425,"url detection result, opsTaskId:<*>, agentId:<*>, ip:<*>"
1163,ServiceException ServiceException: exception.id: apr;,E77,ServiceException ServiceException: exception.id: <*>;
1164,"ConsumerExecutor receive data, dataSize=1",E290,"ConsumerExecutor receive data, dataSize=<*>"
1165,"kafka record:{""content"":{""domain_id"":""02412a02df56447bbe360aeefad76eee"", ""regions"":[], ""name"":""testDomain246"", ""description"":""Sce_Sc_New_Project_002"", ""id"":""5f064f62c97c42d98e420fb7500936c0"", ""type"":""vdc"", ""vdc_id"":""9ed8ad73-a173-4be4-b230-737ec69d037f""}, ""status"":""DELETE""}",E252,"kafka record:<*>"", ""regions"":[], ""name"":""<*>"", ""description"":""<*>"", ""id"":""<*>"", ""type"":""<*>"", ""vdc_id"":""<*>""}, ""status"":""<*>""}"
1166,start:-1 end:-1,E146,start:<*> end:<*>
1167,"x-trace-id:-99, x-request-id:routeid, internal server error, opname:opname@getmultiiaminfo, error code:opname_0002, error message:query id is null., traceid is -99, requestid is routeid",E389,"x-trace-id:<*>, x-request-id:<*>, internal server error, opname:<*>, error code:<*>, error message:query id is null., traceid is <*> requestid is <*>"
1168,ServiceException ServiceException: exception.id: apr;,E77,ServiceException ServiceException: exception.id: <*>;
1169,"ResponseEntity return httpCode is 401. requestEntity's type is GET. requestEntity's url is https://127.0.0.1:8080/v2/657852625d284220af5a8eefe963f51d/url321?offset=0&limit=200. requestEntity's header is 401, please check!",E143,ResponseEntity return httpCode is <*> requestEntity's type is <*> requestEntity's url is <*> requestEntity's header is <*> please check!
1170,"ConsumerExecutor receive data, dataSize=1",E290,"ConsumerExecutor receive data, dataSize=<*>"
1171,"handle vdc change event message:{""content"":{""id"":""9ed8ad73-a173-4be4-b230-737ec69d037f""}, ""status"":""DELETE""}",E238,"handle vdc change event message:<*>""}, ""status"":""DELETE""}"
1172,Consumer exception,E236,Consumer exception
1173,"ResponseEntity return httpCode is 401. requestEntity's type is GET. requestEntity's url is https://127.0.0.1:8081/v1/657852625d284220af5a8eefe963f51d/url322?offset=1&limit=200. requestEntity's header is 401, please check!",E143,ResponseEntity return httpCode is <*> requestEntity's type is <*> requestEntity's url is <*> requestEntity's header is <*> please check!
1174,"x-trace-id:-99, x-request-id:service01, internal server error, opname:opname@getmultiiaminfo, error code:opname_0002, error message:query id is null., traceid is -99, requestid is service01",E389,"x-trace-id:<*>, x-request-id:<*>, internal server error, opname:<*>, error code:<*>, error message:query id is null., traceid is <*> requestid is <*>"
1175,"ConsumerExecutor receive data, dataSize=1",E290,"ConsumerExecutor receive data, dataSize=<*>"
1176,"kafka record:{""content"":{""domain_id"":""domain_id01"", ""regions"":[], ""name"":""name1"", ""description"":""description011"", ""id"":""id01"", ""type"":""vdc"", ""vdc_id"":""vdc_id01""}, ""status"":""DELETE""}",E252,"kafka record:<*>"", ""regions"":[], ""name"":""<*>"", ""description"":""<*>"", ""id"":""<*>"", ""type"":""<*>"", ""vdc_id"":""<*>""}, ""status"":""<*>""}"
1177,start:-1 end:-1,E146,start:<*> end:<*>
1178,"ResponseEntity return httpCode is 500. requestEntity's type is GET. requestEntity's url is https://127.0.0.1:8082/v2/url32233?limit=200. requestEntity's header is 500, please check!",E143,ResponseEntity return httpCode is <*> requestEntity's type is <*> requestEntity's url is <*> requestEntity's header is <*> please check!
1179,"ConsumerExecutor receive data, dataSize=1",E290,"ConsumerExecutor receive data, dataSize=<*>"
1180,"handle vdc change event message:{""content"":{""id"":""vdc_id01""}, ""status"":""DELETE""}",E238,"handle vdc change event message:<*>""}, ""status"":""DELETE""}"
1181,Consumer exception,E236,Consumer exception
1182,ServiceException ServiceException: exception.id: apr;,E77,ServiceException ServiceException: exception.id: <*>;
1183,"ResponseEntity return httpCode is 500. requestEntity's type is GET. requestEntity's url is https://127.0.0.1:8082/url123. requestEntity's header is 500, please check!",E143,ResponseEntity return httpCode is <*> requestEntity's type is <*> requestEntity's url is <*> requestEntity's header is <*> please check!
1184,"x-trace-id:-99, x-request-id:service02, start to send kafka message, topic: topic, productactioninfo: 0229c9ae2f30432c95fe6a83cc74b5cb, action: offline",E256,"x-trace-id:<*>, x-request-id:<*>, start to send kafka message, topic: topic, productactioninfo: <*> action: offline"
1185,"ConsumerExecutor receive data, dataSize=1",E290,"ConsumerExecutor receive data, dataSize=<*>"
1186,"handle vdc change event message:{""content"":{""domain_id"":""domain_id02"", ""upper_vdc_id"":""upper_vdc_id01"", ""create_time"":1676437946, ""level"":2, ""name"":"" display_name1"", ""description"":""description004"", ""id"":""old_vdc_id01"", ""enabled"":true}, ""status"":""ADD""}",E18,"handle vdc change event message:<*>"", ""upper_vdc_id"":""<*>"", ""create_time"":<*>, ""level"":<*>, ""name"":""<*>"", ""description"":""<*>"", ""id"":""<*>"", ""enabled"":<*>}, ""status"":""<*>""}"
1187,Consumer exception,E236,Consumer exception
1188,"ResponseEntity return httpCode is 401. requestEntity's type is GET. requestEntity's url is https://127.0.0.1:8080/v2/657852625d284220af5a8eefe963f51d/url321?offset=0&limit=200. requestEntity's header is 401, please check!",E143,ResponseEntity return httpCode is <*> requestEntity's type is <*> requestEntity's url is <*> requestEntity's header is <*> please check!
1189,"ConsumerExecutor receive data, dataSize=1",E290,"ConsumerExecutor receive data, dataSize=<*>"
1190,"handle vdc change event message:{""content"":{""id"":""9ed8ad73-a173-4be4-b230-737ec69d037f""}, ""status"":""DELETE""}",E238,"handle vdc change event message:<*>""}, ""status"":""DELETE""}"
1191,Consumer exception,E236,Consumer exception
1192,"ResponseEntity return httpCode is 401. requestEntity's type is GET. requestEntity's url is https://127.0.0.1:8081/v1/657852625d284220af5a8eefe963f51d/url322?offset=1&limit=200. requestEntity's header is 401, please check!",E143,ResponseEntity return httpCode is <*> requestEntity's type is <*> requestEntity's url is <*> requestEntity's header is <*> please check!
1193,"x-trace-id:-99, x-request-id:service01, internal server error, opname:opname@getmultiiaminfo, error code:opname_0002, error message:query id is null., traceid is -99, requestid is service01",E389,"x-trace-id:<*>, x-request-id:<*>, internal server error, opname:<*>, error code:<*>, error message:query id is null., traceid is <*> requestid is <*>"
1194,"ConsumerExecutor receive data, dataSize=1",E290,"ConsumerExecutor receive data, dataSize=<*>"
1195,"kafka record:{""content"":{""domain_id"":""domain_id01"", ""regions"":[], ""name"":""name1"", ""description"":""description011"", ""id"":""id01"", ""type"":""vdc"", ""vdc_id"":""vdc_id01""}, ""status"":""DELETE""}",E252,"kafka record:<*>"", ""regions"":[], ""name"":""<*>"", ""description"":""<*>"", ""id"":""<*>"", ""type"":""<*>"", ""vdc_id"":""<*>""}, ""status"":""<*>""}"
1196,start:-1 end:-1,E146,start:<*> end:<*>
1197,"ResponseEntity return httpCode is 500. requestEntity's type is GET. requestEntity's url is https://127.0.0.1:8082/v2/url32233?limit=200. requestEntity's header is 500, please check!",E143,ResponseEntity return httpCode is <*> requestEntity's type is <*> requestEntity's url is <*> requestEntity's header is <*> please check!
1198,"ConsumerExecutor receive data, dataSize=1",E290,"ConsumerExecutor receive data, dataSize=<*>"
1199,"handle vdc change event message:{""content"":{""id"":""vdc_id01""}, ""status"":""DELETE""}",E238,"handle vdc change event message:<*>""}, ""status"":""DELETE""}"
1200,Consumer exception,E236,Consumer exception
1201,ServiceException ServiceException: exception.id: apr;,E77,ServiceException ServiceException: exception.id: <*>;
1202,"ResponseEntity return httpCode is 500. requestEntity's type is GET. requestEntity's url is https://127.0.0.1:8082/url123. requestEntity's header is 500, please check!",E143,ResponseEntity return httpCode is <*> requestEntity's type is <*> requestEntity's url is <*> requestEntity's header is <*> please check!
1203,"x-trace-id:-99, x-request-id:service02, start to send kafka message, topic: topic, productactioninfo: 0229c9ae2f30432c95fe6a83cc74b5cb, action: offline",E256,"x-trace-id:<*>, x-request-id:<*>, start to send kafka message, topic: topic, productactioninfo: <*> action: offline"
1204,"ConsumerExecutor receive data, dataSize=1",E290,"ConsumerExecutor receive data, dataSize=<*>"
